28.12 06:00:36 STATS: vdl.0 cache, locks:0
28.12 06:01:36 STATS: vdl.0 cache, locks:0
28.12 06:02:36 STATS: vdl.0 cache, locks:0
28.12 06:03:36 STATS: vdl.0 cache, locks:0
28.12 06:04:36 STATS: vdl.0 cache, locks:0
28.12 06:05:36 STATS: vdl.0 cache, locks:0
28.12 06:06:36 STATS: vdl.0 cache, locks:0
28.12 06:07:36 STATS: vdl.0 cache, locks:0
28.12 06:08:36 STATS: vdl.0 cache, locks:0
28.12 06:09:36 STATS: vdl.0 cache, locks:0
28.12 06:10:36 STATS: vdl.0 cache, locks:0
28.12 06:11:36 STATS: vdl.0 cache, locks:0
28.12 06:12:36 STATS: vdl.0 cache, locks:0
28.12 06:13:36 STATS: vdl.0 cache, locks:0
28.12 06:14:36 STATS: vdl.0 cache, locks:0
28.12 06:15:36 STATS: vdl.0 cache, locks:0
28.12 06:16:36 STATS: vdl.0 cache, locks:0
28.12 06:17:36 STATS: vdl.0 cache, locks:0
28.12 06:18:36 STATS: vdl.0 cache, locks:0
28.12 06:19:36 STATS: vdl.0 cache, locks:0
28.12 06:20:36 STATS: vdl.0 cache, locks:0
28.12 06:21:36 STATS: vdl.0 cache, locks:0
28.12 06:22:36 STATS: vdl.0 cache, locks:0
28.12 06:23:36 STATS: vdl.0 cache, locks:0
28.12 06:24:36 STATS: vdl.0 cache, locks:0
28.12 06:25:36 STATS: vdl.0 cache, locks:0
28.12 06:26:36 STATS: vdl.0 cache, locks:0
28.12 06:27:36 STATS: vdl.0 cache, locks:0
28.12 06:28:36 STATS: vdl.0 cache, locks:0
28.12 06:29:36 STATS: vdl.0 cache, locks:0
28.12 06:30:36 STATS: vdl.0 cache, locks:0
28.12 06:31:36 STATS: vdl.0 cache, locks:0
28.12 06:32:36 STATS: vdl.0 cache, locks:0
28.12 06:33:36 STATS: vdl.0 cache, locks:0
28.12 06:34:36 STATS: vdl.0 cache, locks:0
28.12 06:35:36 STATS: vdl.0 cache, locks:0
28.12 06:36:36 STATS: vdl.0 cache, locks:0
28.12 06:37:36 STATS: vdl.0 cache, locks:0
28.12 06:38:36 STATS: vdl.0 cache, locks:0
28.12 06:39:36 STATS: vdl.0 cache, locks:0
28.12 06:40:36 STATS: vdl.0 cache, locks:0
28.12 06:41:36 STATS: vdl.0 cache, locks:0
28.12 06:42:36 STATS: vdl.0 cache, locks:0
28.12 06:43:36 STATS: vdl.0 cache, locks:0
28.12 06:44:36 STATS: vdl.0 cache, locks:0
28.12 06:45:36 STATS: vdl.0 cache, locks:0
28.12 06:46:36 STATS: vdl.0 cache, locks:0
28.12 06:47:36 STATS: vdl.0 cache, locks:0
28.12 06:48:36 STATS: vdl.0 cache, locks:0
28.12 06:49:36 STATS: vdl.0 cache, locks:0
28.12 06:50:36 STATS: vdl.0 cache, locks:0
28.12 06:51:36 STATS: vdl.0 cache, locks:0
28.12 06:52:36 STATS: vdl.0 cache, locks:0
28.12 06:53:36 STATS: vdl.0 cache, locks:0
28.12 06:54:36 STATS: vdl.0 cache, locks:0
28.12 06:55:36 STATS: vdl.0 cache, locks:0
28.12 06:56:36 STATS: vdl.0 cache, locks:0
28.12 06:57:36 STATS: vdl.0 cache, locks:0
28.12 06:58:36 STATS: vdl.0 cache, locks:0
28.12 06:59:36 STATS: vdl.0 cache, locks:0
