27.12 09:00:23 STATS: vdl.0 cache, locks:0
27.12 09:01:23 STATS: vdl.0 cache, locks:0
27.12 09:02:23 STATS: vdl.0 cache, locks:0
27.12 09:03:23 STATS: vdl.0 cache, locks:0
27.12 09:04:23 STATS: vdl.0 cache, locks:0
27.12 09:05:23 STATS: vdl.0 cache, locks:0
27.12 09:06:23 STATS: vdl.0 cache, locks:0
27.12 09:07:23 STATS: vdl.0 cache, locks:0
27.12 09:08:23 STATS: vdl.0 cache, locks:0
27.12 09:09:23 STATS: vdl.0 cache, locks:0
27.12 09:10:23 STATS: vdl.0 cache, locks:0
27.12 09:11:23 STATS: vdl.0 cache, locks:0
27.12 09:12:23 STATS: vdl.0 cache, locks:0
27.12 09:13:23 STATS: vdl.0 cache, locks:0
27.12 09:14:23 STATS: vdl.0 cache, locks:0
27.12 09:15:23 STATS: vdl.0 cache, locks:0
27.12 09:16:23 STATS: vdl.0 cache, locks:0
27.12 09:17:23 STATS: vdl.0 cache, locks:0
27.12 09:18:23 STATS: vdl.0 cache, locks:0
27.12 09:19:23 STATS: vdl.0 cache, locks:0
27.12 09:20:23 STATS: vdl.0 cache, locks:0
27.12 09:21:23 STATS: vdl.0 cache, locks:0
27.12 09:22:23 STATS: vdl.0 cache, locks:0
27.12 09:23:23 STATS: vdl.0 cache, locks:0
27.12 09:24:23 STATS: vdl.0 cache, locks:0
27.12 09:25:23 STATS: vdl.0 cache, locks:0
27.12 09:26:23 STATS: vdl.0 cache, locks:0
27.12 09:27:23 STATS: vdl.0 cache, locks:0
27.12 09:28:24 STATS: vdl.0 cache, locks:0
27.12 09:29:24 STATS: vdl.0 cache, locks:0
27.12 09:30:24 STATS: vdl.0 cache, locks:0
27.12 09:31:24 STATS: vdl.0 cache, locks:0
27.12 09:32:24 STATS: vdl.0 cache, locks:0
27.12 09:33:24 STATS: vdl.0 cache, locks:0
27.12 09:34:24 STATS: vdl.0 cache, locks:0
27.12 09:35:24 STATS: vdl.0 cache, locks:0
27.12 09:36:24 STATS: vdl.0 cache, locks:0
27.12 09:37:24 STATS: vdl.0 cache, locks:0
27.12 09:38:24 STATS: vdl.0 cache, locks:0
27.12 09:39:24 STATS: vdl.0 cache, locks:0
27.12 09:40:24 STATS: vdl.0 cache, locks:0
27.12 09:41:24 STATS: vdl.0 cache, locks:0
27.12 09:42:24 STATS: vdl.0 cache, locks:0
27.12 09:43:24 STATS: vdl.0 cache, locks:0
27.12 09:44:24 STATS: vdl.0 cache, locks:0
27.12 09:45:24 STATS: vdl.0 cache, locks:0
27.12 09:46:24 STATS: vdl.0 cache, locks:0
27.12 09:47:24 STATS: vdl.0 cache, locks:0
27.12 09:48:24 STATS: vdl.0 cache, locks:0
27.12 09:49:24 STATS: vdl.0 cache, locks:0
27.12 09:50:24 STATS: vdl.0 cache, locks:0
27.12 09:51:24 STATS: vdl.0 cache, locks:0
27.12 09:52:24 STATS: vdl.0 cache, locks:0
27.12 09:53:24 STATS: vdl.0 cache, locks:0
27.12 09:54:24 STATS: vdl.0 cache, locks:0
27.12 09:55:24 STATS: vdl.0 cache, locks:0
27.12 09:56:24 STATS: vdl.0 cache, locks:0
27.12 09:57:24 STATS: vdl.0 cache, locks:0
27.12 09:58:24 STATS: vdl.0 cache, locks:0
27.12 09:59:24 STATS: vdl.0 cache, locks:0
