01.01 15:00:40 STATS: vdl.0 cache, locks:0
01.01 15:01:40 STATS: vdl.0 cache, locks:0
01.01 15:02:40 STATS: vdl.0 cache, locks:0
01.01 15:03:40 STATS: vdl.0 cache, locks:0
01.01 15:04:40 STATS: vdl.0 cache, locks:0
01.01 15:05:40 STATS: vdl.0 cache, locks:0
01.01 15:06:40 STATS: vdl.0 cache, locks:0
01.01 15:07:40 STATS: vdl.0 cache, locks:0
01.01 15:08:40 STATS: vdl.0 cache, locks:0
01.01 15:09:40 STATS: vdl.0 cache, locks:0
01.01 15:10:40 STATS: vdl.0 cache, locks:0
01.01 15:11:40 STATS: vdl.0 cache, locks:0
01.01 15:12:40 STATS: vdl.0 cache, locks:0
01.01 15:13:40 STATS: vdl.0 cache, locks:0
01.01 15:14:40 STATS: vdl.0 cache, locks:0
01.01 15:15:40 STATS: vdl.0 cache, locks:0
01.01 15:16:40 STATS: vdl.0 cache, locks:0
01.01 15:17:40 STATS: vdl.0 cache, locks:0
01.01 15:18:40 STATS: vdl.0 cache, locks:0
01.01 15:19:40 STATS: vdl.0 cache, locks:0
01.01 15:20:40 STATS: vdl.0 cache, locks:0
01.01 15:21:40 STATS: vdl.0 cache, locks:0
01.01 15:22:40 STATS: vdl.0 cache, locks:0
01.01 15:23:40 STATS: vdl.0 cache, locks:0
01.01 15:24:40 STATS: vdl.0 cache, locks:0
01.01 15:25:40 STATS: vdl.0 cache, locks:0
01.01 15:26:40 STATS: vdl.0 cache, locks:0
01.01 15:27:40 STATS: vdl.0 cache, locks:0
01.01 15:28:40 STATS: vdl.0 cache, locks:0
01.01 15:29:40 STATS: vdl.0 cache, locks:0
01.01 15:30:40 STATS: vdl.0 cache, locks:0
01.01 15:31:40 STATS: vdl.0 cache, locks:0
01.01 15:32:40 STATS: vdl.0 cache, locks:0
01.01 15:33:40 STATS: vdl.0 cache, locks:0
01.01 15:34:40 STATS: vdl.0 cache, locks:0
01.01 15:35:40 STATS: vdl.0 cache, locks:0
01.01 15:36:40 STATS: vdl.0 cache, locks:0
01.01 15:37:40 STATS: vdl.0 cache, locks:0
01.01 15:38:40 STATS: vdl.0 cache, locks:0
01.01 15:39:40 STATS: vdl.0 cache, locks:0
01.01 15:40:40 STATS: vdl.0 cache, locks:0
01.01 15:41:40 STATS: vdl.0 cache, locks:0
01.01 15:42:40 STATS: vdl.0 cache, locks:0
01.01 15:43:40 STATS: vdl.0 cache, locks:0
01.01 15:44:40 STATS: vdl.0 cache, locks:0
01.01 15:45:40 STATS: vdl.0 cache, locks:0
01.01 15:46:40 STATS: vdl.0 cache, locks:0
01.01 15:47:40 STATS: vdl.0 cache, locks:0
01.01 15:48:40 STATS: vdl.0 cache, locks:0
01.01 15:49:40 STATS: vdl.0 cache, locks:0
01.01 15:50:40 STATS: vdl.0 cache, locks:0
01.01 15:51:41 STATS: vdl.0 cache, locks:0
01.01 15:52:41 STATS: vdl.0 cache, locks:0
01.01 15:53:41 STATS: vdl.0 cache, locks:0
01.01 15:54:41 STATS: vdl.0 cache, locks:0
01.01 15:55:41 STATS: vdl.0 cache, locks:0
01.01 15:56:41 STATS: vdl.0 cache, locks:0
01.01 15:57:41 STATS: vdl.0 cache, locks:0
01.01 15:58:41 STATS: vdl.0 cache, locks:0
01.01 15:59:41 STATS: vdl.0 cache, locks:0
