28.12 15:00:41 STATS: vdl.0 cache, locks:0
28.12 15:01:41 STATS: vdl.0 cache, locks:0
28.12 15:02:41 STATS: vdl.0 cache, locks:0
28.12 15:03:41 STATS: vdl.0 cache, locks:0
28.12 15:04:41 STATS: vdl.0 cache, locks:0
28.12 15:05:41 STATS: vdl.0 cache, locks:0
28.12 15:06:41 STATS: vdl.0 cache, locks:0
28.12 15:07:41 STATS: vdl.0 cache, locks:0
28.12 15:08:41 STATS: vdl.0 cache, locks:0
28.12 15:09:41 STATS: vdl.0 cache, locks:0
28.12 15:10:41 STATS: vdl.0 cache, locks:0
28.12 15:11:41 STATS: vdl.0 cache, locks:0
28.12 15:12:41 STATS: vdl.0 cache, locks:0
28.12 15:13:41 STATS: vdl.0 cache, locks:0
28.12 15:14:42 STATS: vdl.0 cache, locks:0
28.12 15:15:42 STATS: vdl.0 cache, locks:0
28.12 15:16:42 STATS: vdl.0 cache, locks:0
28.12 15:17:42 STATS: vdl.0 cache, locks:0
28.12 15:18:42 STATS: vdl.0 cache, locks:0
28.12 15:19:42 STATS: vdl.0 cache, locks:0
28.12 15:20:42 STATS: vdl.0 cache, locks:0
28.12 15:21:42 STATS: vdl.0 cache, locks:0
28.12 15:22:42 STATS: vdl.0 cache, locks:0
28.12 15:23:42 STATS: vdl.0 cache, locks:0
28.12 15:24:42 STATS: vdl.0 cache, locks:0
28.12 15:25:42 STATS: vdl.0 cache, locks:0
28.12 15:26:42 STATS: vdl.0 cache, locks:0
28.12 15:27:42 STATS: vdl.0 cache, locks:0
28.12 15:28:42 STATS: vdl.0 cache, locks:0
28.12 15:29:42 STATS: vdl.0 cache, locks:0
28.12 15:30:42 STATS: vdl.0 cache, locks:0
28.12 15:31:42 STATS: vdl.0 cache, locks:0
28.12 15:32:42 STATS: vdl.0 cache, locks:0
28.12 15:33:42 STATS: vdl.0 cache, locks:0
28.12 15:34:42 STATS: vdl.0 cache, locks:0
28.12 15:35:42 STATS: vdl.0 cache, locks:0
28.12 15:36:42 STATS: vdl.0 cache, locks:0
28.12 15:37:42 STATS: vdl.0 cache, locks:0
28.12 15:38:42 STATS: vdl.0 cache, locks:0
28.12 15:39:42 STATS: vdl.0 cache, locks:0
28.12 15:40:42 STATS: vdl.0 cache, locks:0
28.12 15:41:42 STATS: vdl.0 cache, locks:0
28.12 15:42:42 STATS: vdl.0 cache, locks:0
28.12 15:43:42 STATS: vdl.0 cache, locks:0
28.12 15:44:42 STATS: vdl.0 cache, locks:0
28.12 15:45:42 STATS: vdl.0 cache, locks:0
28.12 15:46:42 STATS: vdl.0 cache, locks:0
28.12 15:47:42 STATS: vdl.0 cache, locks:0
28.12 15:48:42 STATS: vdl.0 cache, locks:0
28.12 15:49:42 STATS: vdl.0 cache, locks:0
28.12 15:50:42 STATS: vdl.0 cache, locks:0
28.12 15:51:42 STATS: vdl.0 cache, locks:0
28.12 15:52:42 STATS: vdl.0 cache, locks:0
28.12 15:53:42 STATS: vdl.0 cache, locks:0
28.12 15:54:42 STATS: vdl.0 cache, locks:0
28.12 15:55:42 STATS: vdl.0 cache, locks:0
28.12 15:56:42 STATS: vdl.0 cache, locks:0
28.12 15:57:42 STATS: vdl.0 cache, locks:0
28.12 15:58:42 STATS: vdl.0 cache, locks:0
28.12 15:59:42 STATS: vdl.0 cache, locks:0
