10.01 14:00:51 STATS: vdl.0 cache, locks:0
10.01 14:01:51 STATS: vdl.0 cache, locks:0
10.01 14:02:51 STATS: vdl.0 cache, locks:0
10.01 14:03:51 STATS: vdl.0 cache, locks:0
10.01 14:04:51 STATS: vdl.0 cache, locks:0
10.01 14:05:51 STATS: vdl.0 cache, locks:0
10.01 14:06:51 STATS: vdl.0 cache, locks:0
10.01 14:07:51 STATS: vdl.0 cache, locks:0
10.01 14:08:51 STATS: vdl.0 cache, locks:0
10.01 14:09:51 STATS: vdl.0 cache, locks:0
10.01 14:10:51 STATS: vdl.0 cache, locks:0
10.01 14:11:51 STATS: vdl.0 cache, locks:0
10.01 14:12:51 STATS: vdl.0 cache, locks:0
10.01 14:13:51 STATS: vdl.0 cache, locks:0
10.01 14:14:51 STATS: vdl.0 cache, locks:0
10.01 14:15:51 STATS: vdl.0 cache, locks:0
10.01 14:16:51 STATS: vdl.0 cache, locks:0
10.01 14:17:51 STATS: vdl.0 cache, locks:0
10.01 14:18:51 STATS: vdl.0 cache, locks:0
10.01 14:19:51 STATS: vdl.0 cache, locks:0
10.01 14:20:51 STATS: vdl.0 cache, locks:0
10.01 14:21:51 STATS: vdl.0 cache, locks:0
10.01 14:22:51 STATS: vdl.0 cache, locks:0
10.01 14:23:51 STATS: vdl.0 cache, locks:0
10.01 14:24:51 STATS: vdl.0 cache, locks:0
10.01 14:25:51 STATS: vdl.0 cache, locks:0
10.01 14:26:51 STATS: vdl.0 cache, locks:0
10.01 14:27:51 STATS: vdl.0 cache, locks:0
10.01 14:28:51 STATS: vdl.0 cache, locks:0
10.01 14:29:51 STATS: vdl.0 cache, locks:0
10.01 14:30:51 STATS: vdl.0 cache, locks:0
10.01 14:31:51 STATS: vdl.0 cache, locks:0
10.01 14:32:51 STATS: vdl.0 cache, locks:0
10.01 14:33:51 STATS: vdl.0 cache, locks:0
10.01 14:34:51 STATS: vdl.0 cache, locks:0
10.01 14:35:51 STATS: vdl.0 cache, locks:0
10.01 14:36:51 STATS: vdl.0 cache, locks:0
10.01 14:37:51 STATS: vdl.0 cache, locks:0
10.01 14:38:51 STATS: vdl.0 cache, locks:0
10.01 14:39:51 STATS: vdl.0 cache, locks:0
10.01 14:40:51 STATS: vdl.0 cache, locks:0
10.01 14:41:52 STATS: vdl.0 cache, locks:0
10.01 14:42:52 STATS: vdl.0 cache, locks:0
10.01 14:43:52 STATS: vdl.0 cache, locks:0
10.01 14:44:52 STATS: vdl.0 cache, locks:0
10.01 14:45:52 STATS: vdl.0 cache, locks:0
10.01 14:46:52 STATS: vdl.0 cache, locks:0
10.01 14:47:52 STATS: vdl.0 cache, locks:0
10.01 14:48:52 STATS: vdl.0 cache, locks:0
10.01 14:49:52 STATS: vdl.0 cache, locks:0
10.01 14:50:52 STATS: vdl.0 cache, locks:0
10.01 14:51:52 STATS: vdl.0 cache, locks:0
10.01 14:52:52 STATS: vdl.0 cache, locks:0
10.01 14:53:52 STATS: vdl.0 cache, locks:0
10.01 14:54:52 STATS: vdl.0 cache, locks:0
10.01 14:55:52 STATS: vdl.0 cache, locks:0
10.01 14:56:52 STATS: vdl.0 cache, locks:0
10.01 14:57:52 STATS: vdl.0 cache, locks:0
10.01 14:58:52 STATS: vdl.0 cache, locks:0
10.01 14:59:52 STATS: vdl.0 cache, locks:0
