10.01 23:00:57 STATS: vdl.0 cache, locks:0
10.01 23:01:57 STATS: vdl.0 cache, locks:0
10.01 23:02:57 STATS: vdl.0 cache, locks:0
10.01 23:03:57 STATS: vdl.0 cache, locks:0
10.01 23:04:57 STATS: vdl.0 cache, locks:0
10.01 23:05:57 STATS: vdl.0 cache, locks:0
10.01 23:06:57 STATS: vdl.0 cache, locks:0
10.01 23:07:57 STATS: vdl.0 cache, locks:0
10.01 23:08:57 STATS: vdl.0 cache, locks:0
10.01 23:09:57 STATS: vdl.0 cache, locks:0
10.01 23:10:57 STATS: vdl.0 cache, locks:0
10.01 23:11:57 STATS: vdl.0 cache, locks:0
10.01 23:12:57 STATS: vdl.0 cache, locks:0
10.01 23:13:57 STATS: vdl.0 cache, locks:0
10.01 23:14:57 STATS: vdl.0 cache, locks:0
10.01 23:15:57 STATS: vdl.0 cache, locks:0
10.01 23:16:57 STATS: vdl.0 cache, locks:0
10.01 23:17:57 STATS: vdl.0 cache, locks:0
10.01 23:18:57 STATS: vdl.0 cache, locks:0
10.01 23:19:57 STATS: vdl.0 cache, locks:0
10.01 23:20:57 STATS: vdl.0 cache, locks:0
10.01 23:21:57 STATS: vdl.0 cache, locks:0
10.01 23:22:57 STATS: vdl.0 cache, locks:0
10.01 23:23:57 STATS: vdl.0 cache, locks:0
10.01 23:24:57 STATS: vdl.0 cache, locks:0
10.01 23:25:57 STATS: vdl.0 cache, locks:0
10.01 23:26:57 STATS: vdl.0 cache, locks:0
10.01 23:27:57 STATS: vdl.0 cache, locks:0
10.01 23:28:57 STATS: vdl.0 cache, locks:0
10.01 23:29:57 STATS: vdl.0 cache, locks:0
10.01 23:30:57 STATS: vdl.0 cache, locks:0
10.01 23:31:57 STATS: vdl.0 cache, locks:0
10.01 23:32:57 STATS: vdl.0 cache, locks:0
10.01 23:33:57 STATS: vdl.0 cache, locks:0
10.01 23:34:57 STATS: vdl.0 cache, locks:0
10.01 23:35:57 STATS: vdl.0 cache, locks:0
10.01 23:36:57 STATS: vdl.0 cache, locks:0
10.01 23:37:57 STATS: vdl.0 cache, locks:0
10.01 23:38:57 STATS: vdl.0 cache, locks:0
10.01 23:39:57 STATS: vdl.0 cache, locks:0
10.01 23:40:57 STATS: vdl.0 cache, locks:0
10.01 23:41:57 STATS: vdl.0 cache, locks:0
10.01 23:42:57 STATS: vdl.0 cache, locks:0
10.01 23:43:57 STATS: vdl.0 cache, locks:0
10.01 23:44:57 STATS: vdl.0 cache, locks:0
10.01 23:45:57 STATS: vdl.0 cache, locks:0
10.01 23:46:57 STATS: vdl.0 cache, locks:0
10.01 23:47:57 STATS: vdl.0 cache, locks:0
10.01 23:48:57 STATS: vdl.0 cache, locks:0
10.01 23:49:57 STATS: vdl.0 cache, locks:0
10.01 23:50:57 STATS: vdl.0 cache, locks:0
10.01 23:51:57 STATS: vdl.0 cache, locks:0
10.01 23:52:57 STATS: vdl.0 cache, locks:0
10.01 23:53:57 STATS: vdl.0 cache, locks:0
10.01 23:54:57 STATS: vdl.0 cache, locks:0
10.01 23:55:57 STATS: vdl.0 cache, locks:0
10.01 23:56:57 STATS: vdl.0 cache, locks:0
10.01 23:57:57 STATS: vdl.0 cache, locks:0
10.01 23:58:57 STATS: vdl.0 cache, locks:0
10.01 23:59:57 STATS: vdl.0 cache, locks:0
